,hashtag,hashtag_class,true_segmentation
6644,ПосылкиПисьма,10,0000001000001
6645,ЛюдейКоторые,10,000010000001
6646,5557КрылатыхПуски,10,00010000000100001
6647,Церемония234Награждения,10,00000000100100000000001
6648,Ведомств55России,10,0000000101000001
6649,МаяОтделения,10,001000000001
6650,СвоейСтороны,10,000010000001
6651,ВалерийГерасимов,10,0000001000000001
6652,19ДоставкуКорреспонденции,10,0100000001000000000000001
6653,ПервойПомощи7,10,0000010000011
6654,ДереводобраПочтароссии64,10,000000000010000000000101
6655,ЖительницаСтолицы,10,00000000010000001
6656,МобильныйТелефон,10,0000000010000001
6657,ПоставитьОттиск730,10,000000001000001001
6658,ТиражМарки,10,0000100001
6659,ДнемЗнаний,10,0001000001
6660,7ДеньНоября,10,10001000001
6661,ТеррористовИгил,10,000000000010001
6662,ПолигонеКадамовский,10,0000000100000000001
6663,Списком2Полным,10,00000011000001
6664,СодействияСемейному8,10,00000000010000000011
6665,676СловамГрабеже,10,0010000010000001
6666,6ПодписчиковНаших,10,10000000000100001
6667,ТематикеБезопасности,10,00000001000000000001
6668,7169РоссииМинобороны,10,00010000010000000001
6669,Посылку221Бандероль,10,0000001001000000001
6670,Отделениях419Москвы,10,0000000001001000001
6671,Доставки4Сроков,10,000000011000001
6672,Почта8427Году,10,0000100010001
6673,Полевой5938Лагерь,10,00000010001000001
6674,НовостиСао,10,0000001001
6675,ПрошлойНеделе,10,0000001000001
6676,КомандаУправления,10,00000010000000001
6677,РамкахМеждународного,10,00000100000000000001
6678,МосквеАлександр,10,000001000000001
6679,БарановОтметил,10,00000010000001
6680,ПочтароссииСанктпетербург,10,0000000000100000000000001
6681,Дни4534Выходные,10,001000100000001
6682,МосквеПресечена,10,000001000000001
6683,ВремяВизита6346,10,000010000010001
6684,КаналаПервого092,10,0000010000001001
6685,Морских1Сил,10,00000011001
6686,0955ХодеОкруга,10,00010001000001
6687,ДетскогоДома,10,000000010001
6688,СоколыРоссии,10,000001000001
6689,Сотрудники4Мчс,10,00000000011001
6690,ГероиномОбщей,10,0000000100001
6691,ЗадействованоСвыше,10,000000000000100001
6692,ДелРоссии,10,001000001
6693,8УчастиеПримут,10,10000001000001
6694,ЛюбимыеГазеты8059,10,00000010000010001
6695,РоссииДоблесть,10,00000100000001
6696,УсловныхДиверсантов,10,0000000100000000001
6697,ПочтовыхОтправлений,10,0000000100000000001
6698,ДеньПервый06,10,000100000101
6699,4583МвдВыходных,10,000100100000001
6700,РаботеУправления874,10,0000010000000001001
6701,ЖенсоветаУвд0,10,0000000010011
6702,0СерииПодозреваемых,10,1000010000000000001
6703,ШтабногоУчения4,10,000000010000011
6704,УдарныхВертолетов,10,00000010000000001
6705,ПочтовыхДоставки423,10,0000000100000001001
6706,ОднаСамых,10,000100001
6707,ПрофилактическихМероприятий3,10,0000000000000001000000000011
6708,РазделеСпециальном716,10,000000100000000001001
6709,ВыпускникВуза,10,0000000010001
6710,ОбщественныйСовет161,10,00000000000100001001
6711,Безопасности076Обеспечению,10,00000000000100100000000001
6712,Развитие0Вклад,10,00000001100001
6713,Уровень2Доверия,10,000000110000001
6714,369ВизитаХоде,10,0010000010001
6715,КрикиПомощи,10,00001000001
6716,Московского38Почтамта,10,000000000010100000001
6717,ОбластиНижегородской7544,10,000000100000000000010001
6718,ВвоХоде,10,0010001
6719,СпортаСсср,10,0000010001
6720,5ВыставочномКонгрессно,10,1000000000010000000001
6721,МосквеСиловой389,10,0000010000001001
6722,ГрабежеМвд,10,0000001001
6723,РосгвардииБойцов488,10,0000000001000001001
6724,ПодмосковномПолигоне,10,00000000000100000001
6725,ДорогахСтолицы,10,00000010000001
6726,ПолицейскиеВыявили,10,000000000010000001
6727,Подразделения3659Инженерные,10,000000000000100010000000001
6728,СноваШколу,10,0000100001
6729,Снайперы9Вво,10,000000011001
6730,Выпуска097Церемония,10,0000001001000000001
6731,Психологической1Помощи,10,0000000000000011000001
6732,ЗадержалиДвух,10,0000000010001
6733,Церемония045Открытия,10,00000000100100000001
6734,ЛичномКабинете,10,00000100000001
6735,509МвдроссииПолиции,10,0010000000010000001
6736,770РазбойномНападении,10,001000000001000000001
6737,ТерриториальныйОтдел,10,00000000000000100001
6738,МаршрутыДвижения,10,0000000100000001
6739,РазмереРублей,10,0000001000001
6740,Клиенты6657Могут,10,0000001000100001
6741,ВидеПодписки,10,000100000001
6742,Связанными7Учениями,10,0000000001100000001
6743,ПрошедшийГод,10,000000001001
6744,УлицахГорода,10,000001000001
6745,РайонуМарьино,10,0000010000001
6746,ФедеральнойПочтовой,10,0000000000100000001
6747,ПреступлениюПокушение875,10,000000000001000000001001
6748,РоссийскиеДесантники,10,00000000010000000001
6749,ВпервыеПройдет,10,00000010000001
6750,587ДвухТечение,10,00100010000001
6751,621РоссииГраждан,10,0010000010000001
6752,188РассказалиПолицейские,10,001000000000100000000001
6753,80МчсроссииАвиация,10,010000000010000001
6754,РекордовГиннесса,10,0000000100000001
6755,15УчастникиМероприятия,10,0100000000100000000001
6756,ВозможныхСоучастников,10,000000001000000000001
6757,6931ПетровкаГазеты,10,000100000001000001
6758,ГибддУвд,10,00001001
6759,ГорячуюЛинию,10,000000100001
6760,ПодпискуЛюбимые,10,000000010000001
6761,Письма77Свои,10,000001010001
6762,Водителям57Напомнили,10,00000000101000000001
6763,КраснодарскийКрай6,10,000000000000100011
6764,4ПехотыБмп,10,1000001001
6765,Дома10Горящего,10,00010100000001
6766,СуммуРублей,10,00001000001
6767,07БезопасногоПравила,10,01000000000010000001
6768,УслугиПочтовые735,10,00000100000001001
6769,УправленияМорально68,10,00000000010000000101
6770,УправленияМвд969,10,0000000001001001
6771,3625НачальникПодчеркнул,10,00010000000010000000001
6772,Глазами4Своими,10,00000011000001
6773,416УвдЮга,10,001001001
6774,СборнаяКоманда,10,00000010000001
6775,УльяновскойОбласти,10,000000000010000001
6776,3ШтатногоВооружения,10,1000000010000000001
6777,ФедерацииВладимира,10,000000001000000001
6778,ВысшегоОбразования,10,000000100000000001
6779,814ОбменаМмпо,10,0010000010001
6780,2417ВоенноМорского,10,000100000100000001
6781,ПредставилЛичному1,10,000000000100000011
6782,9285ПогибшихСотрудников,10,00010000000100000000001
6783,04РоссииДоблесть,10,0100000100000001
6784,ПочтовогоПеревода,10,00000000100000001
6785,МаркиПосвященной,10,0000100000000001
6786,МинувшиеВыходные,10,0000000100000001
6787,ОмвдРоссии,10,0001000001
6788,МероприятииПринял,10,00000000001000001
6789,ОбщественногоЧисле1726,10,0000000000001000010001
6790,ТренировочныеПолеты,10,0000000000001000001
6791,ФедеральныхОкругов129,10,000000000010000001001
6792,НачальникаШтаба,10,000000000100001
6793,СотрудникиОэбипк,10,0000000001000001
6794,138ПолицейскиеЮзао,10,001000000000010001
6795,Протяжении643Лет,10,0000000001001001
6796,МиниструОбороны,10,000000010000001
6797,ПоказательныеВыступления,10,000000000000100000000001
6798,856КилометровыйМарш,10,0010000000000010001
6799,МатериальныйУщерб,10,00000000000100001
6800,СпециальногоУчения,10,000000000001000001
6801,НовостиЮао,10,0000001001
6802,ГородаАбу,10,000001001
6803,Московский284Университет,10,000000000100100000000001
6804,05МосквеСостоялось,10,010000010000000001
6805,ПроведутТренировки,10,000000010000000001
6806,МинобороныВмф,10,0000000001001
6807,НеизвестноПриметы,10,00000000010000001
6808,ТекущегоМесяцев378,10,000000010000001001
6809,ВоздушныхСудов587,10,00000000100001001
6810,ВетерановМчс,10,000000001001
6811,Центра265Лидер,10,00000100100001
6812,НачальникУгибдд,10,000000001000001
6813,Сфере9968Оборонной,10,000010001000000001
6814,ВнимательнымиЗаранее,10,00000000000010000001
6815,ПубликуетЕженедельный1859,10,0000000010000000000010001
6816,ОтработалиЭлементы,10,000000000100000001
6817,Активной579Время,10,0000000100100001
6818,ПреддверииНового,10,0000000001000001
6819,ЖителяСтолицы,10,0000010000001
6820,Северного0Округа,10,0000000011000001
6821,СотрудникиУголовного,10,00000000010000000001
6822,МоскворецкийМост,10,0000000000010001
6823,Пресс6Центра,10,000011000001
6824,ВоенноМосковского209,10,00000100000000001001
6825,75ОбластиСпециалистов,10,010000001000000000001
6826,НовыхКонкурсах,10,00001000000001
6827,БалтийскогоМоря,10,000000000010001
6828,МорскойПодразделений1,10,000000100000000000011
6829,УчастниковГруппы,10,0000000001000001
6830,ДорогиеЖенщины,10,00000010000001
6831,НапоминаетРоссии99,10,000000000100000101
6832,РегионеТихоокеанском018,10,00000010000000000001001
6833,РаботаетПочте,10,0000000100001
6834,СайтеПочты,10,0000100001
6835,БоевыеПриемы,10,000001000001
6836,Практические6Навыки,10,0000000000011000001
6837,СкрылсяХоде,10,00000010001
6838,ГенералаИмени9243,10,00000001000010001
6839,ОтделенияПочтовой,10,00000000100000001
6840,ЗаместителюНачальника,10,000000000010000000001
6841,3ГодаГороде,10,10001000001
6842,ДействийОперативно,10,000000010000000001
6843,ДелаРасследованного,10,0001000000000000001
6844,Западному63Северо,10,00000000101000001
6845,ОперативникиМура,10,0000000000010001
6846,ОперативноРозыскных,10,0000000001000000001
6847,МатериальнуюПомощь24,10,00000000000100000101
6848,ЗадержанногоПросьбой,10,00000000000100000001
6849,СпасательныхАварийно63,10,0000000000010000000101
6850,ПотребленияНаркотических,10,000000000010000000000001
6851,НапомнилиРебятам,10,0000000010000001
6852,ЗаместителяНачальника,10,000000000010000000001
6853,ДвиженияРоссийской,10,000000010000000001
6854,КитайскойНародной,10,00000000100000001
6855,18ГогВан,10,01001001
6856,8ОбеспеченияУвд,10,100000000001001
6857,ОткрытокПочтовых7,10,00000001000000011
6858,Выявление7505Пресечение,10,00000000100010000000001
6859,Интернет0761Магазины,10,00000001000100000001
6860,2619КосмическогоПространства,10,0001000000000001000000000001
6861,2АндрейПолиции,10,10000010000001
6862,ОлимпийскогоКомплекса,10,000000000001000000001
6863,4ПисемЗаказных,10,10000100000001
6864,ОколоЧеловек,10,000010000001
6865,ПодготовкиСотрудников0,10,0000000001000000000011
6866,ПропавшегоВести2388,10,0000000001000010001
6867,Граммов1Данному,10,000000110000001
6868,ГотовыОбъявить,10,00000100000001
6869,2513ЖенщинуНападении,10,00010000001000000001
6870,БезопасностиЖителей4348,10,00000000000100000010001
6871,634ПредметомУгрожая,10,0010000000010000001
6872,8367СотрудникиДвижения,10,0001000000000100000001
6873,РайонуЮжное,10,00000100001
6874,РаботыОтделений,10,000001000000001
6875,СпасателяРоссийской,10,0000000010000000001
6876,8ПодозреваемогоПокушении,10,100000000000001000000001
6877,ГодуПочта,10,000100001
6878,ОператорСвязи,10,0000000100001
6879,ЛетняяЖительница,10,0000010000000001
6880,ВетеранамМчс,10,000000001001
6881,Адрес99Московского,10,000010100000000001
6882,Путь2Весь,10,000110001
6883,РакетномНападении,10,00000001000000001
6884,5313УстановленаПричастность,10,000100000000001000000000001
6885,ПочтовыхВагонов,10,000000010000001
6886,России1Армия,10,000001100001
6887,ПочтовымиВоспользоваться07,10,00000000100000000000000101
6888,0964ПолигонеБиатлон,10,0001000000010000001
6889,Любую082Отправить,10,00001001000000001
6890,Баранов728Олег,10,00000010010001
6891,НачальникУгибдд226,10,000000001000001001
6892,АэродромыВернулись1,10,0000000010000000011
6893,ОбщееЧисло,10,0000100001
6894,МаркиСоставляет,10,000010000000001
6895,ЗадачВыполнению98,10,00001000000000101
6896,МировогоОкеана,10,00000001000001
6897,ПодозреваемогоСовершении,10,000000000000010000000001
6898,Рублей30Сообщил,10,000001010000001
6899,ВопросамАктуальным7,10,0000000100000000011
6900,ВнутреннихДел817Юго,10,0000000001001001001
6901,СбытПересылкаНаркотических,10,00010000000010000000000001
6902,СообщилЗаместительНачальника,10,0000001000000000010000000001
6903,ВниманиеПолиция17Новости,10,000000010000001010000001
6904,71МосковскойПолицииСотрудникам,10,010000000001000000100000000001
6905,ПодразделенийГлавногоУправления,10,0000000000001000000010000000001
6906,ДорожнойСетиГорода,10,000000010001000001
6907,НачалаВеликойОтечественной,10,00000100000010000000000001
6908,ЛюдейСозвездиеМужества,10,0000100000000100000001
6909,УполномоченныхПолицииПодразделений,10,0000000000000100000010000000000001
6910,ВнутреннихДелСтолицы,10,00000000010010000001
6911,ФотоМчсМчсроссии,10,0001001000000001
6912,СуворовскогоВоенногоУчилища,10,000000000001000000010000001
6913,ПервуюМедицинскуюПомощь,10,00000100000000001000001
6914,РасследованиеЗавершеноВремя47,10,00000000000010000000010000101
6915,ЗанимаетПервоеМесто,10,0000000100000100001
6916,КонкурсаЛучшийУрок,10,000000010000010001
6917,ПодъездахЖилыхДомов,10,0000000010000100001
6918,ПобедуКоманда90Одержала,10,00000100000010100000001
6919,ЗадержалиПодозреваемыхСерии,10,000000001000000000000100001
6920,УправленияИнформации0Начальника,10,0000000001000000000110000000001
6921,8938УчастникиКоторойГруппы,10,00010000000010000001000001
6922,24ОмвдОтделомРоссии,10,0100010000001000001
6923,Отделениях5814МаркиПочтовых,10,000000000100010000100000001
6924,РоссииНовосибирскойОбласти,10,00000100000000000010000001
6925,СовместногоСтратегическогоУчения,10,00000000001000000000000001000001
6926,РоссииДмитрияСтрашнова,10,0000010000001000000001
6927,НовыйгодЕлка357Полицейскийдедмороз,10,0000000100010010000000000000000001
6928,ПолицииОхранеОбщественного,10,00000010000010000000000001
6929,ПолицияСтудентСтуденческийдесант,10,00000010000001000000000000000001
6930,ЕвропейскийПриметы68Тип,10,00000000001000000101001
6931,ГенераторСлучайныхЧисел,10,00000000100000000100001
6932,РоссииРайонуФили,10,0000010000010001
6933,МчсМчсРоссии4,10,0010010000011
6934,АрмияМинистрОбороны,10,0000100000010000001
6935,ШойгуВыводеРоссийской,10,000010000010000000001
6936,44ГородаМосквыТерритории,10,010000010000010000000001
6937,КомандованиемГенералаАрмии,10,00000000000010000000100001
6938,ПодразделенияМорскойПехоты,10,00000000000010000001000001
6939,Около3УчастиеТысяч,10,000011000000100001
6940,ФедерацииГенералПолковник,10,0000000010000001000000001
6941,СлужбыБезопасностиФедеральной7,10,000001000000000001000000000011
6942,Выбрала17ОрганахСлужбу,10,0000001010000001000001
6943,8ПрессРуководительСообщила,10,10000100000000000100000001
6944,ЗвонитьПросьбойПодозреваемых978,10,0000001000000010000000000001001
6945,Владимир5468ПучковПотребовал,10,0000000100010000010000000001
6946,ОтделенияБудутРаботать,10,0000000010000100000001
6947,ПровелЛичныйПрием,10,00000100000100001
6948,НастоящееВремяРасследование,10,000000001000010000000000001
6949,Знать7925ВажноПочтароссии,10,0000100010000100000000001
6950,ДетейСотрудниковПолиции,10,00001000000000010000001
6951,УголовногоОмвд42Розыска,10,00000000010001010000001
6952,ОтделенийПочтовойСвязи,10,0000000010000000100001
6953,ПоздравлениеМинистраПучкова,10,000000000001000000010000001
6954,ДоговораКоллективнойБезопасности,10,00000001000000000001000000000001
6955,01СлужбыФедеральнойВойск,10,010000010000000000100001
6956,ПодводнойЛодкиСан,10,00000000100001001
6957,КонкурсДлитсяМосковскому,10,000000100000100000000001
6958,Мамочка48НоябряСелфисмамой,10,00000010100000100000000001
6959,ФилателияМаркиИнтереснознать6987,10,00000000100001000000000000010001
6960,2798ПреподавательскийПрофессорскоСостав,10,000100000000000000001000000000001000001
6961,МероприятийСотрудникамиПолиции,10,000000000010000000000010000001
6962,СледственнымУправлениемГлавным7,10,0000000000010000000000100000011
6963,22УчителейРодителейДруг,10,01000000010000000010001
6964,БезопасностиСпасенияЛюдей025,10,0000000000010000000100001001
6965,340УголовногоМатериаловОсновании,10,00100000000010000000001000000001
6966,ОсобоеВнимание9Уделено,10,0000010000000110000001
6967,1ОргановМчсТерриториальных,10,10000001001000000000000001
6968,ИнспекторыГибддУвд,10,000000000100001001
6969,499ЛибоРежимаФедерацию,10,0010001000001000000001
6970,МорскойАвиацииТоф,10,00000010000001001
6971,СовещаниеРуководящимСелекторное4,10,00000000100000000001000000000011
6972,СообщениеРазбойномНападении,10,000000001000000001000000001
6973,ФактуВозбужденоУголовное,10,000010000000001000000001
6974,СпециальногоГашенияМосквы,10,0000000000010000001000001
6975,328МартаСвязиГода,10,00100001000010001
6976,8564СлучаеТрогатьКоем,10,000100000100000010001
6977,Новому6УчебномуГоду,10,0000011000000010001
6978,СотрудникиРоссии14Омвд,10,0000000001000001010001
6979,ОбщественногоПорядка4672Безопасности,10,000000000000100000010001000000000001
6980,9ОтечественнойВойныВеликой,10,10000000000001000010000001
6981,ПарольКодовоеСемейный6,10,0000010000001000000011
6982,Дислокации181ПостояннойПункты,10,00000000010010000000001000001
6983,1ТипЕвропейскийПриметы,10,1001000000000010000001
6984,818ВоеннуюКонтрактуСлужбу,10,0010000001000000001000001
6985,СредстваПсихотропныеВещества,10,0000000100000000000100000001
6986,СтатсЗаместитель4364Секретарь,10,00001000000000010001000000001
6987,КалибрКрылатымиРакетами826,10,00000100000000100000001001
6988,1ИмениАлександроваАрмии,10,10000100000000000100001
6989,ПечатныхВыемка9Изданий,10,0000000100000110000001
6990,МчсДрузьяМчсроссии17,10,00100000100000000101
6991,ПроведенияМассовыхМероприятий,10,00000000010000000100000000001
6992,ИзданаХудожественнаяОбложка,10,000001000000000000010000001
6993,ИнспекторыДорожноПатрульной,10,000000000100000010000000001
6994,ОсвобождениеПольшиЦена,10,0000000000010000010001
6995,УвдЮаоОбращаются,10,0010010000000001
6996,АвиацииМчсРоссии,10,0000001001000001
6997,РоссийскойФедерацииАлександр,10,0000000001000000001000000001
6998,ВремяПодвестиИтоги,10,000010000000100001
6999,ГольяновоРоссииРайону1,10,0000000010000010000011
7000,УчастиеПроведенииАкции,10,0000001000000000100001
7001,ДеятельностиСтоличнойПолиции,10,0000000000010000000010000001
7002,Числе6123ТехникиЕдиниц,10,0000100010000001000001
7003,СелекторноеСовещаниеРуководящим,10,0000000000100000000100000000001
7004,ПассажировСледующихАрабской,10,000000000100000000100000001
7005,ГраммовОбщей83Массой,10,00000010000101000001
7006,УчастиеВсероссийской40Акции,10,000000100000000000010100001
7007,Внутренних722СотрудникамиОрганов,10,00000000010010000000000010000001
7008,ОтношенииПодозреваемыхИзбрана,10,00000000100000000000010000001
7009,63ВосточногоВоенныхОкругов,10,01000000000100000010000001
7010,СреднейЛетнего626Уроженца,10,0000001000000100100000001
7011,ПочтаРоссииЯвляется,10,0000100000100000001
7012,ДедаМорозаСнегурочки,10,00010000010000000001
7013,513ПетровкаРазбойНовости,10,001000000010000010000001
7014,223МинистровОбороныСтран,10,001000000001000000100001
7015,ЕлкаПолицияНовыйгод3987,10,00010000001000000010001
7016,Хранении244ПодозреваемогоЗадержали,10,0000000100100000000000001000000001
7017,Перевозка05ХранениеИзготовление,10,0000000010100000001000000000001
7018,134СвоегоГерояИщу,10,00100000100001001
7019,ЗаседаниеКоллегииМчс,10,00000000100000001001
7020,ТворчестваРоссииМвд079,10,0000000001000001001001
7021,ОтделенииПочтовойСвязи,10,0000000010000000100001
7022,3ЛюбоеОформитьПодписку,10,1000010000000100000001
7023,СтаршегоЛейтенантаПолиции,10,0000000100000000010000001
7024,МосквичейГостейСтолицы,10,0000000010000010000001
7025,482ЛюдноеИдтиПреследования,10,00100000100010000000000001
7026,МчсроссииМчсФактмчс3761,10,00000000100100000010001
7027,8747БоеприпасовСкладыВооружения,10,0001000000000010000010000000001
7028,Идет1ОставлятьТелефон,10,000110000000010000001
7029,ПодробностиСотрудникиПолиции,10,0000000000100000000010000001
7030,ГункМвдРоссии,10,0001001000001
7031,ПолицейскиеОбнаружилиИзъяли,10,000000000010000000001000001
7032,ЗаконопослушныхВыходныхФото,10,000000000000001000000010001
7033,СотрудникиПроисшествия65Место,10,00000000010000000000010100001
7034,БойцовПоддержкеСиловой740,10,0000010000000010000001001
7035,92ПолицияБезопасностьОсень,10,01000000100000000000100001
7036,Мошеннических9649СовершенииДействий,10,00000000000010001000000000100000001
7037,ПолицияПетровка9Мвдроссии,10,0000001000000011000000001
7038,СостоялосьРоссииМчс8,10,00000000010000010011
7039,Мвд5017УниверситетаРоссии,10,0010001000000000001000001
7040,ПомощиРебенка768Предлагает,10,00000100000010010000000001
7041,15МосквыМестонахождениеКоторой,10,010000010000000000000010000001
7042,РоссииДняУгибдд44,10,00000100100000101
7043,СтароеСилиноКрюково2,10,00000100000100000011
7044,СпасателиМчсРоссии,10,000000001001000001
7045,ПочетнойГрамотойМвд,10,0000000100000001001
7046,ПистолетПредмет8826Похожий,10,00000001000000100010000001
7047,3238ИсторииВнутреннихОрганов,10,0001000000100000000010000001
7048,РанееСудимогоЛетнего,10,00001000000010000001
7049,ПетровкаПолицияНаркотики,10,000000010000001000000001
7050,ЗаместительСтатс2Секретарь,10,00000000001000011000000001
7051,879ДеревоРамкахДобра,10,00100000100000100001
7052,ПодготовкиВыживанияГорной25,10,000000000100000000100000101
7053,Полицейские929ИзъялиОбнаружили,10,000000000010010000010000000001
7054,ЛогистическийЦентрВнуково,10,0000000000001000010000001
7055,НачальникГенерал787Полиции,10,00000000100000010010000001
7056,945ПетровкаНевыездеМвдроссии,10,0010000000100000001000000001
7057,ПроисшествияМесто46Сотрудники,10,00000000000100001010000000001
7058,НомерГазетыПетровка,10,0000100000100000001
7059,ГлавнокомандующийВооруженными0Верховный,10,000000000000000010000000000011000000001
7060,2ТелефонуЗвонитьПросьбой,10,100000001000000100000001
7061,ФилиалахПочтыРоссии,10,0000000100001000001
7062,ЧрезвычайнымСитуациямЛиквидации,10,0000000000010000000010000000001
7063,603ПравиламиИспользованияВоздушного,10,00100000000100000000000010000000001
7064,ДеньПочты093Российской,10,0001000010010000000001
7065,ПровелиАкциюПолицейский,10,00000010000100000000001
7066,РежимомРаботыБудут,10,000000100000100001
7067,ТоржественномМероприятииПриняли,10,0000000000001000000000010000001
7068,ИсполнениеСлужебныхОбязанностей,10,0000000001000000001000000000001
7069,ПреддверииНовогоднихПраздников,10,000000000100000000010000000001
7070,ЭстакадамМостамПутепроводам,10,000000001000001000000000001
7071,СлужбыОтставкеВиктор,10,00000100000001000001
7072,МераПресеченияВиде,10,000100000000010001
7073,ПолицияНовостиАвтомобиль,10,000000100000010000000001
7074,СоветаЧлен290Ветеранов,10,0000010001001000000001
7075,НовостиПочтароссииМарки,10,00000010000000000100001
7076,ВнутреннихОрганам38Дел,10,0000000001000000101001
7077,ЧасовПерерывомЧасов,10,0000100000000100001
7078,РоссииРайонуСеверное,10,00000100000100000001
7079,ПочтароссииМоскваОткрытки,10,0000000000100000100000001
7080,Фотопроект2ПолицияУгибдд,10,000000000110000001000001
7081,БлижайшееПочтовоеОтделение,10,00000000100000001000000001
7082,СамыхБлизкихЛюдей,10,00001000000100001
7083,ДругРодителейУчителей,10,000100000000100000001
7084,ЗадержалиПриезжегоМужчину,10,0000000010000000010000001
7085,ГруппировкиСирийскойАрабской,10,0000000000100000000100000001
7086,Мчс51ОтрядСпасательный,10,0010100001000000000001
7087,РублейХодеОперативно,10,00000100010000000001
7088,МайорАндрейПолиции0859,10,0000100000100000010001
7089,МобильногоПриложенияПочты,10,0000000001000000000100001
7090,ГражданстваПравилВъезда,10,00000000001000001000001
7091,ТанковыйБиатлонАрми,10,0000000100000010001
7092,КромеУсловного8889Противника,10,0000100000000100010000000001
7093,Новый64НомерСвет,10,0000101000010001
7094,УчастиеОколо397Приняли,10,0000001000010010000001
7095,Москве0781ЛейтенантаГенерал,10,000001000100000000010000001
7096,Центр39МеждународныйПротивоминный,10,000010100000000000010000000000001
7097,ОбъявитьИменаПобедителей,10,000000010000100000000001
7098,Читайте871ИнформациюПодробную,10,00000010010000000001000000001
7099,МайорТинао354Увд,10,0000100001001001
7100,ДнемЗащитникаОтечества,10,0001000000001000000001
7101,КонвертПервогоДня,10,00000010000001001
7102,МосквеВнутреннейПолковник6,10,00000100000000010000000011
7103,СказалЮрийБорисов,10,00000100010000001
7104,7560ДнейНесколькихТечение,10,0001000100000000010000001
7105,СлучаеНикакие1095Трогать,10,000001000000100010000001
7106,ПроведенияОперативноРазыскных,10,00000000010000000001000000001
7107,Красной98ЗвездыОрдена,10,000000101000001000001
7108,ПодробностиКнязев1Мвд,10,000000000010000011001
7109,Мвдроссии4315ДорожногоДвижения,10,000000001000100000000100000001
7110,МвдРоссииЗадержали,10,001000001000000001
7111,ГазетыПетровкаНоября,10,00000100000001000001
7112,ЕжегодногоВсероссийскогоКонкурса,10,00000000010000000000000100000001
7113,Работа419ПетровкаПолиция,10,000001001000000010000001
7114,ВозбужденоФакту55Уголовное,10,00000000010000101000000001
7115,ЛичномуВсему7Составу,10,00000010000110000001
7116,17ЧасовойЭфиреПервого,10,010000001000010000001
7117,РоссииРайонамОмвд7,10,000001000000100011
7118,Сотрудники730ПолицииМероприятий,10,0000000001001000000100000000001
7119,602НовостиПолицияБезопасность,10,00100000010000001000000000001
7120,ЭкспрессСлужбойПочты,10,00000001000000100001
7121,СотрудникиОргановВнутренних,10,000000000100000010000000001
7122,ГибддУвдЮвао,10,000010010001
7123,2063УспехиРаботеДостигнутые,10,000100000100000100000000001
7124,СилСредствРсчс,10,00100000010001
7125,4046ВетерановРоссииМчс,10,0001000000001000001001
7126,ВысшегоКомандногоОбщевойскового285,10,0000001000000000100000000000001001
7127,8РанееЛетнийСудимый,10,1000010000010000001
7128,ПреступнойДеятельностиЗадержанных,10,000000000100000000000100000000001
7129,1589ПетровкаФондаБлаготворительного,10,00010000000100001000000000000000001
7130,Наркотических7159СредствСбыте,10,00000000000010001000000100001
7131,СофьяХотина80Установлено,10,000010000010100000000001
7132,Вреда1ПричинениеТяжкого,10,00001100000000010000001
7133,БольшогоПротиволодочногоКорабля,10,0000000100000000000000010000001
7134,ИльяЛедоколМуромец735,10,000100000010000001001
7135,Благотворительного7ФондаПетровка,10,00000000000000000110000100000001
7136,КраснойМаяПлощади778,10,00000010010000001001
7137,ПолицияНовостиМур,10,00000010000001001
7138,МосквеЮрийТитов,10,000001000100001
7139,ПочтаРоссииСобытия,10,000010000010000001
7140,СоветаУвдЮвао,10,0000010010001
7141,6МастерстваПрофессиональногоЛучший,10,1000000000100000000000000001000001
7142,ОбороныШойгу2905Министр,10,00000010000100010000001
7143,СиловойПоддержкеСобр,10,00000010000000010001
7144,ПолицииИгорьЗиновьев,10,00000010000100000001
7145,РоссииМвдСпартакиады512,10,00000100100000000001001
7146,ПетровкаДекабряГода,10,0000000100000010001
7147,СлужбуТелефонуЗвонить969,10,000001000000010000001001
7148,Путин4637ФедерацииВладимир,10,00001000100000000100000001
7149,АкцияСообщиТоргуют,10,000010000010000001
7150,ПолицияНовостиБезопасность,10,00000010000001000000000001
7151,9ПожарнойРоссииОхраны,10,100000001000001000001
7152,ВажноЗнатьПочтароссии,10,000010000100000000001
7153,Соблюдения467ДорожногоПравил,10,0000000001001000000001000001
7154,МастеровКлассаСпорта7763,10,000000010000010000010001
7155,5ПоздравилСергейШойгу,10,100000000100000100001
7156,4ИзготовлениеНаркотическихПереработка,10,1000000000001000000000000100000000001
7157,БлаготворительногоФондаПетровка,10,0000000000000000010000100000001
7158,МвдРоссииГенерал,10,0010000010000001
7159,МосквеМосковскойОбласти,10,00000100000000010000001
7160,ЮгоСотрудникиПолиции80,10,0010000000001000000101
7161,ПолицииЦентральногоСотрудники1,10,000000100000000000100000000011
7162,ЗамглавыВоенногоВедомства,10,0000000100000001000000001
7163,ЧасовОграниченоДвижение,10,00001000000000100000001
7164,ТелефонГорячейЛинии,10,0000001000000100001
7165,Волосы359ТемноТелосложения,10,00000100100001000000000001
7166,РазбойномНападенииЖенщину,10,0000000010000000010000001
7167,МчсРоссииВладимир,10,00100000100000001
7168,БоевойЗадачи92Российские,10,000001000001010000000001
7169,СлучаеРасскажитеКоем6,10,000001000000000100011
7170,МорскогоВоенноУчилища89,10,00000001000001000000101
7171,СпасателяРоссийскойФедерации,10,0000000010000000001000000001
