,hashtag,hashtag_class,true_segmentation
2066,зенитный8060,5,000000010001
2067,контролю6,5,000000011
2068,подозрениюпокушениисбыт,7,00000000010000000010001
2069,выступает,5,000000001
2070,львовскоговысшеговоенно,7,00000000010000001000001
2071,одно,5,0001
2072,дняскорбипамяти44,7,00100000100000101
2073,типов,5,00001
2074,выпущенныхоткрыток846,6,000000000100000001001
2075,малышам9803,5,00000010001
2076,международныхпочтовыхотправлениях,7,000000000000100000001000000000001
2077,3201регистрацииотделение,6,000100000000001000000001
2078,признано74наркотическим,6,00000001010000000000001
2079,россиипочтыакция62,7,000001000010000101
2080,периодиюляавгуста,7,00000100010000001
2081,подозреваемомуизбранамера,7,0000000000000100000010001
2082,059психологом,5,0010000000001
2083,6839новокосино,5,00010000000001
2084,посетила,5,00000001
2085,770гибддулицатнрэр,7,001000010000100001
2086,командыроссии,6,0000001000001
2087,травматизма6284,5,000000000010001
2088,81клиентами,5,01000000001
2089,санктмосквыглавпочтамты7,7,000010000010000000000011
2090,ликвидируютпоследствия2,6,00000000001000000000011
2091,1430определению,5,000100000000001
2092,373белоруссииссороссии,7,0010000000001001000001
2093,федеральнымзаконом,6,000000000010000001
2094,текстновости9читайте,7,00001000000110000001
2095,пожарноедобровольноеобщество57,7,000000010000000000010000000101
2096,разнородныхсил969,6,00000000001001001
2097,желающиемогут,6,0000000100001
2098,аукционе,5,00000001
2099,финансовыхуслуг,6,000000000100001
2100,представлятьбудутконкурса7,7,00000000000100001000000011
2101,бомбардировщиковистребителей6,6,00000000000000010000000000011
2102,пунктом,5,0000001
2103,конкурсастала,6,0000000100001
2104,октябрягодамвд,7,00000010001001
2105,увд892дознания,6,00100100000001
2106,начальникпонорец8065,6,00000000100000010001
2107,межмуниципального3375,5,000000000000000010001
2108,аргументыфакты,6,00000000100001
2109,спасательными8,5,00000000000011
2110,восточному,5,0000000001
2111,полугодиягода,6,0000000010001
2112,17хобби,5,0100001
2113,совершенииданного,6,00000000010000001
2114,сегодняпочтароссии,7,000000100001000001
2115,группывысшегопилотажа5894,7,0000010000001000000010001
2116,мчсроссиималенькаяспасеннаяжизнь,6,00000000100000000000000000000001
2117,3хорошихвыходныхотличного,7,1000000100000001000000001
2118,экстренной0помощипсихологической,7,00000000011000001000000000000001
2119,3стражумвдроссии,6,1000001000000001
2120,3ношениеперевозкахранение,7,1000000100000000100000001
2121,0954авиациивосточного,6,000100000010000000001
2122,деятельностислужебнойоперативно1,7,00000000000100000000100000000011
2123,общевойсковой5488,5,00000000000010001
2124,докладом,5,00000001
2125,91федерацииотношениироссийской,7,010000000010000000010000000001
2126,помощьюспециальных,6,000000100000000001
2127,концерты,5,00000001
2128,189маломернымсудаминспекции,7,001000000000100001000000001
2129,мчс5542владимирпучков,7,001000100000001000001
2130,4дорожногороссийскойдвижения,7,1000000001000000000100000001
2131,мало,5,0001
2132,праздникстоличнойполиции,7,000000010000000010000001
2133,доставляя,5,000000001
2134,желающийоформить821каждый,7,0000000100000001001000001
2135,артиллерийское3325,5,000000000000010001
2136,подозреваемогозадержалистолицы173,7,000000000000010000000010000001001
2137,арктическом,5,00000000001
2138,47оборудованием,5,010000000000001
2139,женщинузадержали9,6,00000010000000011
2140,4рэб,5,1001
2141,силсредств,6,0010000001
2142,данными89,5,000000101
2143,петровкаапрелягода,7,000000010000010001
2144,победу,5,000001
2145,4укреплению,5,10000000001
2146,адресиндекс,6,00001000001
2147,серединывека9491,6,0000000100010001
2148,4плечо,5,100001
2149,ноябряпетровка9газеты,7,000001000000011000001
2150,48сотрудникиполициизападного,7,0100000000010000001000000001
2151,успешноговыполнения,6,0000000010000000001
2152,оцените2,5,00000011
2153,денежными3398средствами,6,00000000100010000000001
2154,двоихподозреваемыхими,7,000010000000000001001
2155,8178выражаю,5,00010000001
2156,9686факторов,5,000100000001
2157,призываетмосквы4135,6,0000000010000010001
2158,принятьучастие6,6,000000100000011
2159,медалью,5,0000001
2160,знаковдорожных93требования,7,00000100000001010000000001
2161,внимательнымисоблюдатьбезопасную,7,00000000000010000000010000000001
2162,задержалиподозреваемогоразбойном,7,00000000100000000000001000000001
2163,жилых78,5,0000101
2164,экономической3сотрудникиотдела,7,000000000000110000000001000001
2165,мвдпетровкадети,7,001000000010001
2166,года8назад,6,0001100001
2167,71деятельностьпресеклимоскве,7,0100000000000100000001000001
2168,сообществе,5,0000000001
2169,6212пунктах,5,00010000001
2170,мирахоккеюсреди,7,000100000100001
2171,авиациимчсроссии,7,0000001001000001
2172,фестивалямузыкальноготворчества,7,0000000010000000000010000000001
2173,прыжок16,5,00000101
2174,российскоговоенного374,6,0000000000100000001001
2175,днямосковскомглавпочтамте,7,0010000000001000000000001
2176,спасениялюдей,6,0000000100001
2177,79иномарки,5,0100000001
2178,021девушка,5,0010000001
2179,школьников,5,0000000001
2180,задержалиподозреваемыхсовершении,7,00000000100000000000010000000001
2181,другая5862,5,0000010001
2182,зрителям,5,00000001
2183,почтовыхотделений6работы,7,000000010000000011000001
2184,помощь82жителям,6,000001010000001
2185,квартирных0сериикраж,7,00000000011000010001
2186,задержалилетнегоуроженца,7,000000001000000100000001
2187,3828ремонтно,5,000100000001
2188,сегодняпочта,6,000000100001
2189,выявлены,5,00000001
2190,сократилось609,5,00000000001001
2191,годаприем,6,000100001
2192,рассмотрениясуществу,6,00000000000100000001
2193,473обеспечивать,5,001000000000001
2194,часчасперерыв,7,0010010000001
2195,всемирногопочтового6130,6,00000000010000000010001
2196,майора7полиции,6,00000110000001
2197,судьи933,5,00001001
2198,помощникначальникаувд,7,000000010000000001001
2199,ветерановпоздравил8военнослужащих,7,000000001000000001100000000000001
2200,бандеролью,5,0000000001
2201,творчестве504,5,0000000001001
2202,морскойпехотысеверного,7,0000001000001000000001
2203,подозреваемая48задержана,6,000000000000101000000001
2204,233работайте,5,001000000001
2205,худощавоготелосложения,6,0000000001000000000001
2206,колонны512мчс,6,0000001001001
2207,которым,5,0000001
2208,условийнеблагоприятныхпогодных082,7,000000100000000000000100000001001
2209,личныйсоставмосковской,7,0000010000010000000001
2210,государствами,5,0000000000001
2211,1455тюмень,5,0001000001
2212,базой,5,00001
2213,россии277доставил,6,00000100100000001
2214,5петровкамвдроссиигазета,7,100000001000000001000001
2215,0353задержаличеловекамолодого,7,00010000000010000000100000001
2216,тремя7,5,000011
2217,содействиясемейному,6,0000000001000000001
2218,смогутбесплатно,6,000001000000001
2219,02поверхности,5,0100000000001
2220,международного,5,00000000000001
2221,выставку153,5,00000001001
2222,службу3289мобильных,6,0000010001000000001
2223,53незамедлительно,5,01000000000000001
2224,почтоматы,5,000000001
2225,полициямосквавыходные,7,000000100000100000001
2226,днемпожарнойохраны5,7,0001000000010000011
2227,коммуникацийроссийскойфедерации,7,0000000000010000000001000000001
2228,москвыприняли507,6,0000010000001001
2229,раскрытии,5,000000001
2230,тактическое064,5,00000000001001
2231,ходовых,5,0000001
2232,поставлен,5,000000001
2233,одногоподозреваемых,6,0000010000000000001
2234,015военнойакадемии,6,001000000100000001
2235,советмчсмчсмчсроссии,7,00000001001000000001
2236,задержалирайону2214,6,0000000010000010001
2237,05непрерывно,5,010000000001
2238,созданию7,5,000000011
2239,сентябре314,5,00000001001
2240,285сбыта,5,00100001
2241,02штемпелемдняпервого,7,010000000010010000001
2242,участниками09дорожного,6,0000000000101000000001
2243,электронной,5,00000000001
2244,миноборонырвсн4,6,000000000100011
2245,участиевоенно,6,0000001000001
2246,мчсроссиигода,7,0010000010001
2247,входе,5,00001
2248,службыпочтовой806,6,00000100000001001
2249,городаизвестных96достопримечательностей,7,000001000000001010000000000000000000001
2250,очень1271рад,6,000010001001
2251,355улицейперекресткаполя,7,001000001000000000010001
2252,регионов7россии,6,000000011000001
2253,прошло947оперативноесовещание,7,00000100100000000001000000001
2254,95километровквадратныхтерритории,7,01000000000100000000010000000001
2255,50северестолицы,6,010000010000001
2256,распорядился,5,000000000001
2257,стратегический,5,00000000000001
2258,постоянногобазирования,6,0000000000100000000001
2259,петровка8911мвдроссиимарта,7,00000001000100000000100001
2260,смену,5,00001
2261,2топливом,5,100000001
2262,автоматизации740,5,0000000000001001
2263,изображения,5,00000000001
2264,изъят,5,00001
2265,70торжественнаяцеремония,6,010000000000001000000001
2266,подозреваемогонезаконномхранении,7,00000000000001000000000100000001
2267,ограниченогода6часов,7,00000000010001100001
2268,дочь,5,0001
2269,управлениемвд3,6,00000000010011
2270,провеливао6увд,7,00000010011001
2271,академиигосударственнойпротивопожарной,7,00000001000000000000001000000000000001
2272,подписчики,5,0000000001
2273,управленияпрофессиональной335начальник,7,00000000010000000000000001001000000001
2274,твоя80акции,6,00010100001
2275,увидела2,5,00000011
2276,98россииреспублике,6,010000010000000001
2277,0855всемирного,5,00010000000001
2278,медальлетпобеды,7,000001001000001
2279,открыткипосткроссингсегодня,7,000000010000000000010000001
2280,слушателикурсанты7,6,000000001000000011
2281,сотрудникамиуголовного,6,0000000000010000000001
2282,поисково838спасательный,6,00000001001000000000001
2283,областиархангельской64,6,0000001000000000000101
2284,учебныйгод,6,0000001001
2285,истребителейперехватчиковмиг,7,0000000000010000000000001001
2286,петровкановостиграбеж,7,000000010000001000001
2287,96числеобщественного,6,01000010000000000001
2288,будуторганизованы,6,00001000000000001
2289,управленияобщественных4информации,7,000000000100000000000110000000001
2290,14федерацияроссийская,6,010000000010000000001
2291,048новостиункнаркотики,7,0010000001001000000001
2292,9какого,5,1000001
2293,пучковпосетил77владимир,7,00000100000010100000001
2294,органовгосударственнойвласти,7,0000001000000000000001000001
2295,образцовоеисполнение,6,00000000010000000001
2296,самоеблизкоеродное,7,000010000001000001
2297,юзаообращаются,6,00010000000001
2298,8838здоровье,5,000100000001
2299,проходимости,5,000000000001
2300,волоколамском12,5,000000000000101
2301,органыуправления,6,0000010000000001
2302,подготовкицентрпрофессиональной898,7,0000000001000010000000000000001001
2303,знак,5,0001
2304,граждангражданствалиц8021,7,0000001000000000010010001
2305,записи2020репост,6,0000010001000001
2306,близкого,5,00000001
2307,друзей94,5,00000101
2308,свойлетний,6,0001000001
2309,529почтово,5,0010000001
2310,начальникувдтинао,7,00000000100100001
2311,высокие5оперативнопоказатели,7,0000001100000000010000000001
2312,материально2782технического,6,000000000010001000000000001
2313,посылокмелкихпакетов,7,00000010000010000001
2314,акциипринялиучастие,7,0000100000010000001
2315,периодомпрошлого,6,0000000100000001
2316,участникиорганизованной,6,00000000100000000000001
2317,9годакануннового,7,1000100001000001
2318,задержали4294,5,0000000010001
2319,1761будутвыступатьавиации,7,0001000010000000010000001
2320,написатьписьмо,6,00000001000001
2321,9липецкогоавиацентра,6,10000000010000000001
2322,наркотиковобороту540,6,00000000010000001001
2323,2865набережнойфрунзенской,6,0001000000000100000000001
2324,многих5479,5,0000010001
2325,иностранныхгражданлиц,7,000000000010000001001
2326,личнымсоставомполковник,7,00000100000001000000001
2327,управлениястоличнойполиции,7,00000000010000000010000001
2328,перспективы821развития,6,0000000000100100000001
2329,поздравиливоспитанников,6,00000000010000000000001
2330,3342блоков,5,0001000001
2331,вынесен,5,0000001
2332,покажут,5,0000001
2333,годапожарнойохраны,7,000100000001000001
2334,5305близких,5,00010000001
2335,конкурсаотличники,6,00000001000000001
2336,нападение23разбойное,6,00000000101000000001
2337,анатолияякунина4527,6,0000000100000010001
2338,федерации6019общественной,6,0000000010001000000000001
2339,оформитьподпискулюбое718,7,000000010000000100001001
2340,уголовнойадминистративнойответственности,7,0000000010000000000000001000000000000001
2341,новостикражавао,7,000000100001001
2342,5детскогодомадома,7,10000000100010001
2343,2937разудалов,5,0001000000001
2344,отделенияпочтыроссии2,7,000000001000010000011
2345,далеко,5,000001
2346,выдающихся9054,5,00000000010001
2347,выпуске0418мчсроссииновом,7,0000001000100000000100001
2348,предельновнимательнымизаранее,7,00000000100000000000010000001
2349,7мирачемпионата,6,100010000000001
2350,подозреваемого,5,00000000000001
2351,пользуетесь,5,00000000001
2352,полициизеленограда,6,000000100000000001
2353,торжественную516,5,0000000000001001
2354,российских,5,0000000001
2355,6отделамвдначальник,7,1000001001000000001
2356,тюменской,5,000000001
2357,организациидоговораколлективной,7,0000000000100000001000000000001
2358,львовского2выпускника,6,000000000110000000001
2359,героиномнаркотическимсредством7,7,0000000100000000000010000000011
2360,первоймировой,6,0000010000001
2361,нам2,5,0011
2362,запечатлены,5,00000000001
2363,божиейматери,6,000001000001
2364,9поставитьсможет,6,1000000001000001
2365,4581поздравленияновыйгод,6,000100000000000100000001
2366,ошибки,5,000001
2367,незаконноговооруженногоформирования,7,00000000001000000000001000000000001
2368,страниц4094,5,00000010001
2369,спартакиадероссиимвд14,7,0000000000100000100101
2370,3лейтенанташмидтанабережной,7,100000000010000010000000001
2371,123затон,5,00100001
2372,обязанностей82служебныхвыполнении,7,000000000001010000000010000000001
2373,культурыфизической0931,6,0000000100000000010001
2374,мероприятиеначалось,6,0000000000100000001
2375,передачасбытхранение,7,00000001000100000001
2376,986лучшийпрофессии,6,001000001000000001
2377,64материдень,6,010000010001
2378,половодья2,5,0000000011
2379,памятникупожарнымспасателям,7,000000001000000010000000001
2380,рхбзащиты6,6,0010000011
2381,112помочь,5,001000001
2382,поставитьоттиск2штемпеля,7,000000001000001100000001
2383,установлениерозыск,6,000000000001000001
2384,людямкоторые,6,000010000001
2385,форума56экономического,6,0000010100000000000001
2386,рамкахкоторой,6,0000010000001
2387,центрситуационный9892,6,000010000000000010001
2388,блогер,5,000001
2389,уполномоченныхполиции,6,000000000000010000001
2390,северозападного,6,000001000000001
2391,помог,5,00001
2392,небе,5,0001
2393,обращает,5,00000001
2394,939гражданскуюпозицию,6,001000000000010000001
2395,9111органовмвдроссии,7,00010000001001000001
2396,профессорскопреподавательскийсостав,7,00000000000100000000000000001000001
2397,2новостигибддполиция,7,10000001000010000001
2398,полицейскиеновости90полиция,7,000000000010000001010000001
2399,предметомпохожимпистолет,7,000000001000000100000001
2400,авиациитихоокеанскогофлота,7,00000010000000000000100001
2401,выбиратьскоростнойрежим,7,00000001000000000100001
2402,88кампанияподписная,6,0100000001000000001
2403,челябинскойобласти,6,000000000010000001
2404,наркотическим839веществоявляется,7,00000000000010010000000100000001
2405,армиикитая,6,0000100001
2406,73примут,5,01000001
2407,сериикражквартирных493,7,0000100010000000001001
2408,04декабря,5,010000001
2409,алексеяпочтальона1тряпицына,7,000000100000000011000000001
2410,количествозарегистрированныхпреступлений34,7,000000000100000000000000000100000000000101
2411,нырнул023,5,000001001
2412,тысячсотрудниковмчс,7,0000100000000001001
2413,дпссотрудники92гибдд,7,00100000000010100001
2414,труде138,5,00001001
2415,необходимуюпомощь,6,00000000001000001
2416,стойкость,5,000000001
2417,практической15научно,6,00000000000101000001
2418,свышеединицчеловек2,7,0000100000100000011
2419,посвящённый1184,5,000000000010001
2420,екатеринбурготкрыткипосткроссинг,7,00000000000100000001000000000001
2421,копии34,5,0000101
2422,истребителейперехватчиков9986,6,00000000000100000000000010001
2423,сзаоувд9276,6,00010010001
2424,генералу,5,00000001
2425,учебномцентреслужебного,7,00000010000010000000001
2426,признанывиновными,6,00000001000000001
2427,26летчики,5,010000001
2428,петровкавыходные,6,0000000100000001
2429,огневыепозиции,6,00000010000001
2430,экстремальных55,5,000000000000101
2431,танковыевойскасухопутныевойскабоеваяподготовка,7,0000000000000100000000000000010000000000000001
2432,заказныеписьма65,6,0000000100000101
2433,ленинградской,5,0000000000001
2434,уровне,5,000001
2435,09подписнаякампания,6,0100000000100000001
2436,2021отправитьполучить,6,000100000000100000001
2437,сократит96,5,0000000101
2438,63плюссмоа,6,0100010001
2439,6принялироссии,6,10000001000001
2440,43мвдроссиимосквемвд,7,01000000001000001001
2441,0мчсроссиимчсроссиимчс,7,1000000001000000001001
2442,процессов,5,000000001
2443,1бориса,5,1000001
2444,современныетехнологии,6,000000000010000000001
2445,министроборонысергей,7,00000010000001000001
2446,уроклучший2750письма,7,00010000010001000001
2447,звездыкрасной0794,6,00000100000010001
2448,петербург,5,000000001
2449,сортировочногоцентра,6,00000000000001000001
2450,праздничныйдень,6,000000000010001
2451,генераллейтенантполиции,7,00000010000000010000001
2452,игилрайонедейр,7,00010000010001
2453,республикиказахстан,6,0000000001000000001
2454,военнополитического,6,0000010000000000001
2455,4центрлогистическийвнуково,7,10000100000000000010000001
2456,869стрельбыартиллерийские,6,0010000000100000000000001
2457,полковникполицииирина,7,000000001000000100001
2458,делопризнакамсостава,7,00010000000010000001
2459,имени3822александрова,6,000010001000000000001
2460,главного6управления,6,0000000110000000001
2461,победугерманиейвеликой,7,0000010000000010000001
2462,верховныйглавнокомандующий,6,00000000100000000000000001
2463,присвоено751,5,000000001001
2464,национальногоцентра,6,0000000000001000001
2465,мчсроссии94мчсмчс,7,00000000101001001
2466,военного457проведениемсвязанными,7,00000001001000000000010000000001
2467,сотрудникамиоэбипкувд,7,000000000001000001001
2468,увд7управлением,6,001100000000001
2469,сохранить,5,000000001
2470,медальюспасениепогибавших,7,0000001000000010000000001
2471,отборочный2355,5,00000000010001
2472,горячим,5,0000001
2473,квартирной391подозреваемогозадержали,7,000000000100100000000000001000000001
2474,около2588общеймассой,7,00001000100001000001
2475,урока,5,00001
2476,задержалиподозреваемую,6,0000000010000000000001
2477,обойдихин,5,000000001
2478,мчс5авиациямчсроссии,7,00110000001000000001
2479,дорожного2865правилам,6,000000001000100000001
2480,собственнойбезопасности3,6,000000000010000000000011
2481,великийпётр9811,6,000000100010001
2482,президентскогокадетского,6,000000000000010000000001
2483,подробнуюинформациючитайте5,7,000000001000000000100000011
2484,2509популярные,5,00010000000001
2485,геннадий,5,00000001
2486,морозом,5,0000001
2487,патрульный,5,0000000001
2488,работниковсвязи,6,000000000100001
2489,58расследованиеуголовноезавершено,7,010000000000001000000001000000001
2490,служебнойбоевойподготовки,7,0000000010000010000000001
2491,931наземного,5,001000000001
2492,управлениявойсками,6,000000000100000001
2493,органов9691сотрудникам,6,0000001000100000000001
2494,санлодки596подводной,7,00100001001000000001
2495,7голосование,5,100000000001
2496,международный65,5,000000000000101
2497,режим96переведеныповышенной,7,000010100000000010000000001
2498,лишениедеяние2свободы,7,000000100000110000001
2499,водителязадержали237,6,00000001000000001001
2500,паспорт,5,0000001
2501,памятискорби,6,000001000001
2502,совместныхучений,6,0000000001000001
2503,увд3538дознания,6,001000100000001
2504,альтернативныемаршрутыдвижения3597,7,0000000000000100000001000000010001
2505,евро4247,5,00010001
2506,аварийноспасательные29,6,0000000100000000000101
2507,декада778подписки,6,00000100100000001
2508,напомниливодителям,6,000000001000000001
2509,полкадпсгибдд,7,0000100100001
2510,последствиях3892,5,0000000000010001
2511,кабардино,5,000000001
2512,отдать,5,000001
2513,специальныхопераций,6,0000000000100000001
2514,визитомрабочим7,6,000000100000011
2515,пехотаморская9,6,00000100000011
2516,просит8,5,0000011
2517,новостиполициясми078,7,00000010000001001001
2518,0морской,5,10000001
2519,дальнем9224востоке,6,000000100010000001
2520,3забрать,5,10000001
2521,династии,5,00000001
2522,фотопроектпосвященныйподготовило9041,7,000000000100000000001000000000010001
2523,эльбрусскоекольцо,6,00000000001000001
2524,службымвд,6,000001001
2525,ежедневно050,5,000000001001
2526,адресполучателя,6,000010000000001
2527,штемпельспециальногогашения,7,000000010000000000010000001
2528,проституцией89занятия,6,000000000001010000001
2529,розыск45установление,6,00000101000000000001
2530,9индра,5,100001
2531,федеральной657службытаможенной,7,000000000010010000010000000001
2532,антинаркотическойнаправленности,6,0000000000000000100000000000001
2533,полицияновостиполицейские,7,0000001000000100000000001
2534,интереснознатьмарки,6,0000000000000100001
2535,писателя,5,00000001
2536,войну,5,00001
2537,протокол665административномправонарушении,7,00000001001000000000000000100000000000001
2538,вышламарка,6,0000100001
2539,4тушенияпожаровприродных,7,100000010000001000000001
2540,дел003войсквнутренних,7,001001000010000000001
2541,районам,5,0000001
2542,мостамэстакадам111,6,000001000000001001
2543,нусра,5,00001
2544,спасательного8858авиационно,6,000000000000100010000000001
2545,органами5государственной,6,000000011000000000000001
2546,деятельностиоргановвнутренних,7,00000000000100000010000000001
2547,встречапрограмме093руководством,7,0000001000000001001000000000001
2548,морской,5,0000001
2549,периодическихотправленийпечатных48,7,0000000000001000000000010000000101
2550,183содержащихпересылкарастений,7,001000000000100000000100000001
2551,новостипятеркабезопасности707полиция,7,000000100000000000000000010010000001
2552,1психологом,5,10000000001
2553,пятеркабезопасности,6,0000001000000000001
2554,хочется6,5,00000011
2555,юбилеемветерана,6,000000100000001
2556,аппаратов871летательных,6,00000000100100000000001
2557,генералроссиилейтенант2861,7,00000010000010000000010001
2558,406николайфедосеев,6,001000000100000001
2559,беспилотнымилетательными3аппаратами,7,00000000000100000000000110000000001
2560,спасательной8335техники,6,00000000000100010000001
2561,совместнообщественнымсоветом,7,0000000010000000000010000001
2562,водабезопаснаятерритория,7,000100000000010000000001
2563,оповещениянаселения6,6,00000000010000000011
2564,27пешеход,5,010000001
2565,взрывныхустройствсамодельных382,7,0000000100000000100000000001001
2566,2боевойзадачи,6,1000001000001
2567,коробки,5,0000001
2568,упражнение,5,0000000001
2569,базированиякалибр,6,00000000001000001
2570,курсантамипополнилсяисторией,7,0000000001000000000100000001
2571,рамкахмеждународногоконкурса,7,0000010000000000000100000001
2572,адресную5534помощь,6,000000010001000001
2573,членовобороны172стран,7,000001000000100100001
2574,47даетвозможность,6,01000100000000001
2575,россии00средиземном,6,0000010100000000001
2576,поведения5правилах,6,000000001100000001
2577,юзао340,5,0001001
2578,россии9районуизмайлово,7,0000011000001000000001
2579,титовмвдроссии,6,00001000000001
2580,путинвыступаявоеннослужащими,7,0000100000001000000000000001
2581,австралии9571,5,0000000010001
2582,обеспеченииобщественного,6,000000000010000000000001
2583,новостидереводобрапочтароссии06,7,0000001000000000010000000000101
2584,танковогобиатлона,6,00000000100000001
2585,407боевиками,5,001000000001
2586,маркифилателия,6,00001000000001
2587,месторабочее3,6,0000100000011
2588,8думаю,5,100001
2589,8494центрепрофессиональной,6,00010000010000000000000001
2590,выбиратьскоростной,6,000000010000000001
2591,первыйдень,6,0000010001
2592,табачнойпродукции,6,00000001000000001
2593,пострадавшему8,5,00000000000011
2594,световозвращающиеэлементыодежде,7,0000000000000000100000001000001
2595,договоренности,5,00000000000001
2596,округаполицейскиеюжного189,7,00000100000000001000001001
2597,количествопретензий,6,0000000001000000001
2598,россиипубликует,6,000001000000001
2599,аппаратаподводного8,6,0000000100000000011
2600,военновоенного855,6,00000100000001001
2601,73товарищисолдатыматросы,7,010000000100000010000001
2602,проходило,5,000000001
2603,почтыроссиигоду,7,000010000010001
2604,зданиях,5,0000001
2605,новостяминашими412следите,7,0000000010000010010000001
2606,технический0848форум,6,00000000001000100001
2607,экономики,5,000000001
2608,мирапрактической,6,0001000000000001
2609,россии4331мчспсихологи,7,0000010001001000000001
2610,6планета,5,10000001
2611,мероприятийполицейские03,6,000000000010000000000101
2612,согласно,5,00000001
2613,военнойчисле115техники,7,0000001000010010000001
2614,петровка3623мвдроссииполиция,7,0000000100010000000010000001
2615,164обороныроссии,6,0010000001000001
2616,районуизмайлово,6,000001000000001
2617,96лодкойподводной,6,01000001000000001
2618,связитренировочнымиучениями,7,000010000000000000100000001
2619,нарушения37дорожногоправил,7,00000000101000000001000001
2620,деньприемаграждан,7,00010000010000001
2621,принимают,5,000000001
2622,армиятехнический4форум,7,0000100000000001100001
2623,рублятиражтысяч,7,000010000100001
2624,москвезадержаны,6,000001000000001
2625,бухты,5,00001
2626,041московскую,5,0010000000001
2627,06встречаглавы,6,01000000100001
2628,высшего75выпускника,6,0000001010000000001
2629,дальше,5,000001
2630,международныепочтовыеотправления,7,00000000000010000000100000000001
2631,словамзаявителя,6,000001000000001
2632,85тысячтиражом,6,01000010000001
2633,гарантий,5,00000001
2634,планета,5,0000001
2635,кому,5,0001
2636,покупает,5,00000001
2637,преступленияпредусмотренногочастью,7,0000000000010000000000000001000001
2638,мартапраздникакции,7,000010000000100001
2639,9907использованием,5,000100000000000001
2640,теплыми966,5,0000001001
2641,полигонекапустин173,6,0000000100000001001
2642,армейскихмеждународныхиграх,7,000000001000000000000100001
2643,премия8,5,0000011
2644,авариичернобыльской,6,0000010000000000001
2645,зарубежныхроссийских9,6,000000000100000000011
2646,российскойпочты,6,000000000100001
2647,633всероссийскойподпискидекады,7,001000000000000100000001000001
2648,принятияпроцессуальногорешения,7,000000010000000000000010000001
2649,230основного,5,001000000001
2650,работыпочты,6,00000100001
2651,водителямследует,6,0000000010000001
2652,чемпионатмира,6,0000000010001
2653,почтароссии4ждем,6,0000000000110001
2654,москвеанатолийякунин,7,00000100000001000001
2655,6белых,5,100001
2656,военнуюслужбуконтракту,7,0000001000001000000001
2657,москвеобращаются,6,0000010000000001
2658,продолжают,5,0000000001
2659,сновашколу,6,0000100001
2660,364покупает,5,00100000001
2661,экспертно31,5,00000000101
2662,розыгрышоткрытоквыпущенных,7,00000001000000010000000001
2663,лавины,5,000001
2664,разгрузки,5,000000001
2665,2защитникаднем,6,10000000010001
2666,административногоокруга,6,00000000000000001000001
2667,заказывать,5,0000000001
2668,99безработный,5,0100000000001
2669,61военного,5,0100000001
2670,законодательствароссийскойфедерации,7,00000000000000010000000001000000001
2671,королева27,5,0000000101
2672,получатпамятныепризы,7,00000010000000100001
2673,57увдзаооэбипк,7,01001001000001
2674,94плющихаперекрестка,6,01000000100000000001
2675,тос,5,001
2676,юношей9,5,0000011
2677,друзьясегодня8,6,00000100000011
2678,казахстанакиргизиироссии,7,000000000100000001000001
2679,лето6,5,00011
2680,памятной,5,00000001
2681,рязани3232,5,0000010001
2682,россиирайону8039измайлово,7,0000010000010001000000001
2683,4654очередями,5,0001000000001
2684,товаровинтернет,6,000000100000001
2685,таманской04,5,00000000101
2686,ростов0464дону,6,00000100010001
2687,деянии03противоправноминкриминируемом,7,0000010100000000000001000000000000001
2688,развивается,5,00000000001
2689,насилия7726,5,00000010001
2690,популярный,5,0000000001
2691,посылкимелкиепакеты,7,0000001000001000001
2692,миллионов46рублейсвыше,7,0000000010100000100001
2693,обращаться,5,0000000001
2694,10возглавлял,5,010000000001
2695,59системзалпового,6,01000001000000001
2696,папа199,5,0001001
2697,акт,5,001
2698,открытое,5,00000001
2699,лесныхпожаров,6,0000010000001
2700,жительмосковскойобласти,7,00000100000000010000001
2701,доставляетписьма,6,0000000001000001
2702,подозреваемым03,5,000000000000101
2703,порталгосударственных,6,000001000000000000001
2704,залповогосистем7,6,0000000010000011
2705,несколькомесяцев,6,0000000010000001
2706,0497вложениямитоварными,6,00010000000001000000001
2707,горящегодома,6,000000010001
2708,обороныгенералармии,7,0000001000000100001
2709,разыскивает61пропавшего,6,00000000001010000000001
2710,которую,5,0000001
2711,любил,5,00001
2712,назад86год,6,0000101001
2713,боевойзадачи,6,000001000001
2714,услуг2финансовых,6,0000110000000001
2715,совершении025разбойного,6,00000000010010000000001
2716,принялиучастиеминистр,7,000000100000010000001
2717,8времяночное,6,100001000001
2718,конвертмаркой0оригинальной,7,00000010000011000000000001
2719,почтароссииновосибирск,6,0000000000100000000001
2720,расследования0ходе,6,000000000000110001
2721,фортификационных305сооружений,6,00000000000000010010000000001
2722,сбыта98попытке,6,00001010000001
2723,0районулефортовороссии,7,1000001000000001000001
2724,нарушения,5,000000001
2725,минкомсвязироссии,6,00000000001000001
2726,3суда,5,10001
2727,акцииполицейскийдед,7,0000100000000001001
2728,361условное,5,00100000001
2729,редко197,5,00001001
2730,2575учениетактическое,6,000100000100000000001
2731,почтероссии,6,00001000001
2732,участием4,5,000000011
2733,2корпуса,5,10000001
2734,5249россииссо,6,0001000001001
2735,пояснилминистробороны,7,000000100000010000001
2736,противоправныхзадержанных663действий,7,000000000000010000000000100100000001
2737,граммовданному,6,00000010000001
