,hashtag,hashtag_class,true_segmentation
10045,ГосавтоинспекцияСтолицы_Виды,2,0000000000000001000000110001
10046,МосквеМосковской_5674,2,000001000000000110001
10047,ЭльбрусскоеКольцо_ракки,2,00000000001000001100001
10048,полициянаркотики_зима,3,000000100000000110001
10049,учении_57,0,000001101
10050,ГлавыВоенного_визит,2,0000100000001100001
10051,акциюживаязебра_заключительный,3,000010000100001100000000000001
10052,ОбменаМмпо_контора,2,000001000110000001
10053,РУЩШ_подошли,0,000110000001
10054,проекты_6,0,000000111
10055,КЙИОО_637,0,000011001
10056,крайнейправойполосе_лишение,3,000000100000100000110000001
10057,новостиограничениятранспорт_Вручил,3,0000001000000000010000000011000001
10058,иконы_8,0,0000111
10059,ЦХК_Армияроссии,0,001100000000001
10060,центремосквы_34,3,000001000001101
10061,подразделенияморскойпехоты_Рады,3,0000000000001000000100000110001
10062,оперативнорозыскных_1,3,000000000100000000111
10063,ПетровкаДевушка_поднял,2,0000000100000011000001
10064,обратиться_95,0,0000000001101
10065,документовгосударственных_246,3,00000000010000000000000011001
10066,дознанияомвд_9354,3,00000001000110001
10067,сотрудникиполицииОбнаружили_обществом,1,0000000001000000100000000011000000001
10068,РСЛП_283,0,00011001
10069,Ил_1431,1,0110001
10070,занятияпроституцией_воронежского,3,00000010000000000011000000000001
10071,следственнооперативныемероприятия_нашей,3,000000000010000000000100000000001100001
10072,прекращениябоевых_222,3,000000000010000011001
10073,адресные_аренду,0,000000011000001
10074,посвящённая_Камчатском,0,0000000000110000000001
10075,Летательными_Правонарушения,1,000000000001100000000000001
10076,четвертый_лефортово,0,0000000011000000001
10077,ОбщественныйСовет_Фирменный,2,000000000001000011000000001
10078,ходесовместнойработы_исполнению,3,0001000000000100000110000000001
10079,противоправныхдействийЗадержанного_спортивного,1,0000000000000100000001000000000001100000000001
10080,ваш_Долгое,0,0011000001
10081,Обысков_Значительный,1,00000011000000000001
10082,столичных_9,0,00000000111
10083,задержалиподозреваемогооказался_минные,3,00000000100000000000001000000011000001
10084,данноеПротивоправное_Одеяло,1,000001000000000000011000001
10085,прибалтийского_4,0,0000000000000111
10086,ХЯШ_22,0,001101
10087,административногоштрафа_переулке,3,00000000000000001000001100000001
10088,красноярскомкрае_состоится,3,00000000000100011000000001
10089,ШЧСИ_Железнодорожный,0,00011000000000000001
10090,полицииначальникУправления_изучают,1,0000001000000001000000000110000001
10091,ЭНЙ_вице,0,00110001
10092,лужникитерриторииюжного_вопроса,3,0000001000000000100000110000001
10093,российскойгруппировкисирийской_услуга,3,0000000001000000000010000000011000001
10094,ПребыванияПроживания_517,2,000000000100000000011001
10095,Окружающих_1,2,000000000111
10096,ПрошлымГодом_отправляются,2,0000001000011000000000001
10097,БСЛЩ_8598,0,000110001
10098,сегоднярубрике_1,3,0000001000000111
10099,проведенияаварийно_Участвуйте,3,00000000010000000110000000001
10100,рабочихмест_5027,3,0000001000110001
10101,москвичигостистолицы_спорт,3,00000001000010000001100001
10102,министробороныГенерал_Чернилами,1,0000001000000100000011000000001
10103,Продолжением_350,1,0000000000011001
10104,центральногофедерального_6,3,00000000000100000000000111
10105,ТНЯВ_Реализует,0,00011000000001
10106,наградыпетровке_563,3,0000001000000011001
10107,генералаармии_65,3,0000000100001101
10108,КомандногоУчилищаИмени_Всероссийской,2,000000000100000010000110000000000001
10109,ХОЧОП_Су,0,00001101
10110,задержанныхпросьбой_красноярск,3,000000000010000000110000000001
10111,задержанныхпросьбой_Чрезвычайныйблогер,3,00000000001000000011000000000000000001
10112,счастьяБлагополучия_4060,1,000000100000000000110001
10113,ЖЙК_Позвоните,0,0011000000001
10114,ГазетыПетровкаАвгуста_Районные,2,000001000000010000001100000001
10115,ракетныйкрейсермаршал_Лицапочты,3,0000000100000010000011000000001
10116,Данное_алкоголь,2,000001100000001
10117,ФАЕОГ_8494,0,0000110001
10118,ЮФЧ_готовность,0,00110000000001
10119,церемонииНаграждения_21,1,00000000100000000001101
10120,БлаготворительнойАкцииПочты_периодических,2,00000000000000001000010000110000000000001
10121,РХЧНЗ_длилась,0,0000110000001
10122,МОФШ_разнообразных,0,000110000000000001
10123,москвичиГости_0,1,000000010000111
10124,МеждународномВоенно_героических,2,0000000000001000001100000000001
10125,прошлооперативноеСовещание_Отправленных,1,000001000000000010000000011000000000001
10126,необычной_0044,0,00000000110001
10127,свяжемсяВами_Посвящается,1,000000010001100000000001
10128,рамкахучениязапад_Учителей,3,00000100000100001100000001
10129,ПринялиУчастиеРуководители_Итак,2,0000001000000100000000000110001
10130,ПрошедшийГод_Полевая,2,00000000100110000001
10131,НаркотиковУвд_3,2,000000000100111
10132,ГибддУвдЗеленоградскому_представителей,2,00001001000000000000001100000000000001
10133,телефонгорячейлинии_зафиксировано,3,000000100000010000110000000000001
10134,СокращениемРабочегоДня_игровых,2,000000000010000000100110000001
10135,АрхиваМинобороныРоссии_Гцкз,2,000001000000000100000110001
10136,обратиласьлетняя_отправляйте,3,0000000001000001100000000001
10137,ОперуполномоченныеУголовногоРозыска_отдал,2,00000000000000000100000000010000001100001
10138,ЦГДСХ_армейские,0,000011000000001
10139,ЖелающийСможетПоставить_майору,2,000000010000010000000011000001
10140,ПоступилСлужбу_комплектов,2,0000000100000110000000001
10141,стражемПорядка_3339,1,0000001000000110001
10142,защитымчсРоссии_Центральная,1,000001001000001100000000001
10143,внутреннихвойск_01,3,000000000100001101
10144,управлениемвдРоссии_космический,1,0000000001001000001100000000001
10145,обязанностейдостигнутыеУспехи_распоряжение,1,000000000001000000000010000011000000000001
10146,ОбсудитеРебенкомПростые_Бат,2,000000010000000100000011001
10147,ЗЮЧН_65,0,0001101
10148,ЙМЖЩ_105,0,00011001
10149,полнойЭкипировке_подарок,1,000001000000000110000001
10150,благодарственныеПисьма_06,1,0000000000000001000001101
10151,участиеТоржественном_84,1,00000010000000000001101
10152,архивныедокументы_милиционера,3,00000001000000001100000000001
10153,церквяххрамахмонастырях_тексте,3,000000100000100000000011000001
10154,ЮЦИЛ_2098,0,000110001
10155,измайлово_062,0,0000000011001
10156,АрмииВвс_280,2,000010011001
10157,ЛЭМЧ_6710,0,000110001
10158,мвдОрмвд_55,1,00100001101
10159,госавтоинспекциястолицыОбращается_рхбз,1,00000000000000010000001000000000110001
10160,хранится_20,0,00000001101
10161,ЙРЕ_565,0,0011001
10162,поисковоспасательногоотряда_традиционным,3,0000000100000000000010000011000000000001
10163,ТДВБ_Стоимости,0,00011000000001
10164,ПрошлаТоржественнаяЦеремония_зовут,2,0000010000000000001000000001100001
10165,столичнойполицииЗавершено_Обслуживанию,1,00000000100000010000000011000000000001
10166,РоссийскуюФедерацию_501,2,00000000010000000011001
10167,почтароссииподготовила_специалисты,3,0000100000100000000001100000000001
10168,УТЦ_11,0,001101
10169,высотыметров_животными,3,0000010000011000000001
10170,сайтеПочты_650,1,00001000011001
10171,ЕБПХ_Цветы,0,0001100001
10172,ШЗХ_30,0,001101
10173,ПолицияВыходные_90,2,000000100000001101
10174,кражемвд_школу,3,00001001100001
10175,электронныйадрес_ансамбля,3,0000000000100001100000001
10176,открытокВыпущенных_527,1,0000000100000000011001
10177,линии_0,0,0000111
10178,Радиотехнические_Неправильно,2,0000000000000001100000000001
10179,акцииполицейский_Дмитрий,3,000010000000000110000001
10180,географическогоОбщества_неделя,1,000000000000001000000011000001
10181,полициипресеклидеятельность_Прибывшие,3,0000001000000010000000000011000000001
10182,настоящеговремени_Реального,3,000000000100000011000000001
10183,ЭМШТ_656,0,00011001
10184,начальникаувд_1,3,000000000100111
10185,РЮШЗЮ_119,0,000011001
10186,софьяхотинаУстановлено_занял,1,0000100000100000000001100001
10187,командыРоссии_Мужество,1,0000001000001100000001
10188,СловарьмчсМчсМчсроссии_пожилых,2,000000000100100000000110000001
10189,Возвращения_1,1,0000000000111
10190,магистраляхгорода_539,3,000000000010000011001
10191,околокилометров_Способна,3,000010000000001100000001
10192,ЧЩКХА_расположенного,0,00001100000000000001
10193,аккредитации_782,0,0000000000011001
10194,ЮБПБЭ_связан,0,000011000001
10195,высокуюОценку_Применению,1,000000100000110000000001
10196,родилсягоду_миротворческой,3,00000010001100000000000001
10197,правилаперевозкиДетей_Сервиса,1,00000010000000010000110000001
10198,ГлавногоВоенно_магаданской,2,00000001000001100000000001
10199,номиналмаркиСоставляет_Традиций,1,0000001000010000000001100000001
10200,ивангерасимович_варианты,3,000100000000001100000001
10201,мчсроссиипоздравлениеМинистра_назначена,1,000000001000000000001000000011000000001
10202,Существующих_Петровского,1,000000000001100000000001
10203,группыхищенииденежных_Новостью,3,000001000000100000001100000001
10204,синиеджинсы_6365,3,0000100000110001
10205,родилась_9297,0,0000000110001
10206,УчастникамПредстоит_936,2,00000000010000000011001
10207,МосковскойГородскойДумы_Стоянке,2,0000000001000000001000110000001
10208,большогодесантного_15,3,000000010000000001101
10209,светоотражающихэлементоводежде_полугодие,3,0000000000000010000000010000011000000001
10210,рамкахакции_противолодочного,3,0000010000110000000000000001
10211,московскоговоенномузыкального_Борт,3,0000000000100000100000000000110001
10212,принялиучастиевоеннослужащих_произведения,3,00000010000001000000000000011000000000001
10213,пожеланиякрепкогоздоровья_задействованных,3,00000000100000001000000011000000000000001
10214,ВременногоРазмещения_94,2,00000000010000000001101
10215,северногоТихоокеанского_4,1,0000000010000000000000111
10216,сотрудникиуур_8,3,000000000100111
10217,спасательнаяоперация_725,3,000000000001000000011001
10218,Называется_68,2,0000000001101
10219,майорполициироман_екатеринбурга,3,0000100000010000110000000000001
10220,БарановМвд_7038,2,000000100110001
10221,КПВ_1234,0,00110001
10222,ХФШО_618,0,00011001
10223,ПогибшимИсполнении_251,2,0000000100000000011001
10224,признаноНаркотическим_мемориал,1,000000010000000000001100000001
10225,адмиралвладимирский_Ушло,3,000000100000000000110001
10226,ОтследитьСайте_2812,2,0000000010000110001
10227,ПермскогоКрая_8,2,000000001000111
10228,Подводные_отдельных,1,0000000011000000001
10229,нашествие_оборона,0,00000000110000001
10230,свертокпорошкообразнымвеществом_Антон,3,0000001000000000000001000000001100001
10231,кинологислужебнымисобаками_горы,3,0000000100000000010000000110001
10232,всеармейскийэтапконкурса_военное,3,00000000000100010000000110000001
10233,пожарамитерритории_70,3,000000010000000001101
10234,алтай_Пункте,0,000011000001
10235,письмасегодня_Лилия,3,0000010000001100001
10236,занятия_971,0,00000011001
10237,УстановленоХодеРасследования_голосов,2,000000000010001000000000000110000001
10238,Обеспечивали_210,1,0000000000011001
10239,Задействовать_компания,1,0000000000001100000001
10240,доступа_493,0,00000011001
10241,экспрессслужбой_скорости,3,000000010000001100000001
10242,стражунастоящеевремя_городская,3,000001000000001000011000000001
10243,ЩЩГ_достижение,0,00110000000001
10244,полицейскиесеверного_4673,3,0000000000100000000110001
10245,геройсоветскогоСоюза_боевиков,1,00001000000000100001100000001
10246,ДелПогибших_5,2,0010000000111
10247,ПритонаЗанятияПроституцией_Улицы,2,00000010000001000000000001100001
10248,региональнойбезопасностиПротиводействия_письменной,1,00000000000100000000000100000000000000110000000001
10249,конкурсаснайперскийРубеж_Тематических,1,0000000100000000001000011000000000001
10250,провелбрифинг_745,3,00000100000011001
10251,ЧЗКФ_Сибанов,0,000110000001
10252,ЭИЗЛЯ_1,0,0000111
10253,ФПЛС_7,0,000111
10254,СтоличныхПолицейских_Жить,2,0000000010000000000110001
10255,безопасностимчсмчсроссии_оформил,3,00000000000100100000000110000001
10256,виктораразудалова_4776,3,0000001000000000110001
10257,покушениенезаконныепроизводство_Поставка,3,0000000010000000001000000000001100000001
10258,полициигенералмайор_Финансово,3,00000010000001000011000000001
10259,РассказалаИринаВолк_Наркозависимым,2,0000000001000010001100000000000001
10260,наркотическое_49,0,0000000000001101
10261,доставкапочтовыхотправлений_ранения,3,00000001000000010000000000110000001
10262,принятьУчастие_30,1,00000010000001101
10263,поздравиливетеранаорганов_Системе,3,000000000100000001000000110000001
10264,начальнику_9,0,000000000111
10265,Любил_Глубину,1,0000110000001
10266,ЗРЙР_71,0,0001101
10267,авиационногополкаЮжного_столичных,1,000000000001000010000011000000001
10268,ЮВЩМ_Орлова,0,00011000001
10269,сотрудникамиоэбипкувд_доску,3,000000000001000001001100001
10270,героинаСотрудники_Столь,1,00000010000000001100001
10271,ДвижениеТранспортаУчастке_Проведенных,2,0000000100000000010000001100000000001
10272,предъявленообвинениесовершении_пострадавшие,3,0000000000100000000100000000011000000000001
10273,ветерановмчсроссии_Границу,3,00000000100100000110000001
10274,Общества_5806,1,0000000110001
10275,большогопротиволодочного_8,3,00000001000000000000000111
10276,ЦЧБО_9,0,000111
10277,памяткамчсмчсМчсроссии_Поразили,1,0000000001001000000001100000001
10278,ПочтовойСмены_676,2,00000001000011001
10279,сайтеважноЗнать_Решения,1,00001000010000110000001
10280,оперативникиомвдРоссии_военнослужащим,1,0000000000010001000001100000000000001
10281,СтендПочты_63,2,0000100001101
10282,ЯЙЭ_Повреждение,0,001100000000001
10283,жиломДоме_почтальонам,1,000010001100000000001
10284,ЗоныДеэскалации_48,2,000100000000001101
10285,полицииолегбаранов_гаубиц,3,0000001000100000011000001
10286,Имущества_6,1,00000000111
10287,центреслужебного_французский,3,0000010000000001100000000001
10288,другихучастников_6,3,000001000000000111
10289,поздравлениефевраляпраздник_почтой,3,0000000000010000001000000011000001
10290,ЙСЙЖ_немного,0,000110000001
10291,полигонехмелевкакалининградской_Кнр,3,00000001000000010000000000000011001
10292,международногоконкурсаотличники_Подтопленных,3,00000000000001000000010000000011000000000001
10293,шойгуПрибыл_Медицинский,1,00001000001100000000001
10294,начальникаувдвао_дистанциях,3,000000000100100110000000001
10295,летнегоприезжего_683,3,00000010000000011001
10296,ТЦЮ_зеленоград,0,00110000000001
10297,торжественноммероприятии_781,3,0000000000001000000000011001
10298,НИА_таджикистане,0,0011000000000001
10299,призвали_Совместный,0,0000000110000000001
10300,елкаПолицейскийдедмороз_Втб,1,000100000000000000000011001
10301,сообщилаофициальныйПредставитель_дополнительный,1,00000001000000000010000000000001100000000000001
10302,важнознать_01,3,0000100001101
10303,нескольколетназад_нашли,3,00000000100100001100001
10304,ВосточнойЧасти_Церкви,2,000000001000011000001
10305,ЕЕКЮЙ_96,0,00001101
10306,полицияроссиимвдПетровка_героических,1,000000000000100100000001100000000001
10307,УчастниковОрганизованнойГруппы_Стратегические,2,000000000100000000000001000001100000000000001
10308,ВойныТруженикам_Воспользоваться,2,0000100000000011000000000000001
10309,ВысшегоОбщевойскового_133,2,0000001000000000000011001
10310,улицеигрушкителефон_Договоры,3,0000100000010000001100000001
10311,ПРС_Часы,0,00110001
10312,РАУ_75,0,001101
10313,глазакариеОдет_наталье,1,0000100001000110000001
10314,БПД_Экспонаты,0,0011000000001
10315,полицияновостиКонкурс_Мобильным,1,0000001000000100000011000000001
10316,РоссийскогоЦентраПримирению_Завершающем,2,000000000010000010000000001100000000001
10317,Центральная_мог,1,000000000011001
10318,младшийсержантполиции_николаю,3,00000010000001000000110000001
10319,ФЮНАЛ_Краснодарский,0,0000110000000000001
10320,течениедня_храма,3,0000001001100001
10321,конвертыпервогодня_помощников,3,00000001000000100110000000001
10322,приниматьучастие_описи,3,0000000010000001100001
10323,РозыскаУвдСзао_трудится,2,00000010010001100000001
10324,утрохорошего_5,3,00010000000111
10325,москвесовместнооперативниками_Законных,3,00000100000000100000000000001100000001
10326,хорошегодняуспешной_Самого,3,00000001001000000011000001
10327,Конкурсу_9,2,0000000111
10328,мероприятиипринялиУчастие_Питомца,1,000000000010000001000000110000001
10329,прошлаторжественнаяЦеремония_Письме,1,00000100000000000010000000011000001
10330,ходетактикоСпециального_Рекомендуется,1,0001000000100000000000110000000000001
10331,крепкогоздоровьяуспехов_рассматривается,3,000000010000000100000011000000000000001
10332,СовместноеСтратегическоеУчение_снег,2,00000000010000000000000100000110001
10333,полициисергея_3,3,000000100000111
10334,вмфроссииАдмирал_Нож,1,00100000100000011001
10335,Казани_5247,2,00000110001
10336,СТЮЮТ_2,0,0000111
10337,увдсвао_Очаг,3,001000110001
10338,ВручилГосударственныеВедомственные_Изучать,2,000001000000000000001000000000000110000001
10339,ветерановоргановвнутренних_Японских,3,00000000100000010000000001100000001
10340,автопатруляомвдроссии_Препятствие,3,000000000010001000001100000000001
10341,всемудачи_пешеходами,3,00010000110000000001
10342,почтовыйадрес_Вес,3,00000001000011001
10343,предъявленообвинениеинкриминируемом_Оборонных,3,000000000010000000010000000000000011000000001
10344,светоотражающихэлементовОдежде_Важных,1,0000000000000010000000010000011000001
10345,обязанностейсотрудников_6,3,0000000000010000000000111
10346,отделениепочты_школ,3,0000000010000110001
10347,любимуюПрессу_6,1,000000100000111
10348,безопасностипочты_генерального,3,000000000001000011000000000001
10349,Профилактическое_4,1,000000000000000111
10350,ВтороеМестоЗаняла_император,2,000001000010000011000000001
10351,уроженцевсреднейазии_направление,3,00000000100000010001100000000001
10352,задержалидвоихподозреваемых_Нахимовского,3,0000000010000100000000000011000000000001
10353,всероссийскогоконкурса_51,3,0000000000000100000001101
10354,сергейшойгуСообщил_Рассказали,1,00000100001000000110000000001
10355,БЙА_79,0,001101
10356,разныхрегионов_Ставить,3,0000010000000110000001
10357,общаяПротяженность_9,1,00001000000000000111
10358,составеКоманды_Пересылке,1,000000100000011000000001
10359,предельноВнимательными_469,1,00000000100000000000011001
10360,свышемиллионовРублей_наравне,1,0000100000000100000110000001
10361,УвдЮаоГенерал_северного,2,00100100000011000000001
10362,сотрудниковпатрульнопостовой_папа,3,000000000010000000010000000110001
10363,минобороныроссиикомментирует_Страшнов,3,0000000001000001000000000001100000001
10364,ИмениАлександрова_практике,2,00001000000000001100000001
10365,ЭБЕ_194,0,0011001
10366,впервыепройдет_Единица,3,0000001000000110000001
10367,главароссийского_корпусе,3,000010000000000110000001
10368,полицияновостинаркотики_отвагу,3,000000100000010000000011000001
10369,СлужбыЮрий_Корветов,2,0000010001100000001
10370,министерствомобороны_700,3,000000000000100000011001
10371,художественнаяобложкавнутри_Недель,3,0000000000000100000010000011000001
10372,ЖивуюСилу_763,2,0000100011001
10373,Меньше_5,1,00000111
10374,АРСГ_4412,0,000110001
10375,режимПовышенной_памятными,1,0000100000000011000000001
10376,первогодняГашением_Разрушения,1,00000010010000000110000000001
10377,выполнениюЗадач_27,1,000000000100001101
10378,СТФ_Хозяйства,0,0011000000001
10379,церемониинагражденияпобедителей_Следующий,3,00000000100000000001000000000011000000001
10380,ГруппУсловногоПротивника_Кнр,2,0000100000000100000000011001
10381,ВеществомСогласно_10,2,00000000100000001101
10382,национальном_играх,0,000000000001100001
10383,сергейшойгусообщил_рейсы,3,000001000010000001100001
10384,АВНКД_Государственному,0,0000110000000000000001
10385,любоевремягода_Противодействия,3,000010000100011000000000000001
10386,Выпускник_2383,2,00000000110001
10387,БольшогоПротиволодочногоКорабля_Хотели,2,00000001000000000000000100000011000001
10388,служебнойдеятельностиПодразделений_Условное,1,0000000010000000000010000000000001100000001
10389,БезопасностиГраждан_Памятной,2,0000000000010000001100000001
10390,телосложенияволосыкороткие_Русская,3,0000000000010000010000000110000001
10391,онкУвд_785,1,0010011001
10392,спасателимчсроссии_принять,3,00000000100100000110000001
10393,училищарадиоэлектроникиимени_тульской,3,0000001000000000000000100001100000001
10394,ЦИМ_8643,0,00110001
10395,ПунктПочтовойСвязи_Испытаний,2,0000100000001000011000000001
10396,последниеЛет_19,1,000000001001101
10397,новостимиграция_47,3,000000100000001101
10398,ЖФЕТ_Деятельности,0,00011000000000001
10399,модернизированных_8,0,0000000000000000111
10400,старшийинспектор_Миноносец,3,00000010000000011000000001
10401,сайтеважно_Создана,3,000010000110000001
10402,считанныеМинуты_96,1,000000001000001101
10403,протяжениимногихЛет_Хабаровска,1,000000000100000100110000000001
10404,задержалиучастниковОрганизованной_великие,1,00000000100000000010000000000000110000001
10405,конвертыпервогодня_взял,3,00000001000000100110001
10406,задачироссийскиесамолеты_Семьей,3,0000010000000001000000011000001
10407,выходныхмвдПетровка_Кидбург,1,000000010010000000110000001
10408,международнойтеррористическойГруппировки_Северныйфлот,1,00000000000010000000000000001000000000011000000000001
10409,полицейскиеПровели_7,1,00000000001000000111
10410,Тип_5,1,00111
10411,УчастковыйУполномоченныйПолиции_Войсках,2,000000000100000000000001000000110000001
10412,Представилась_катеров,1,000000000000110000001
10413,МолодыхЛюдейПодозрению_Следом,2,00000010000100000000011000001
10414,причинении_грубо,0,0000000001100001
10415,министраобороныРоссийской_Ящике,1,0000000100000010000000001100001
10416,продуктыпитания_408,3,0000000100000011001
10417,ХША_столы,0,001100001
10418,почтароссииобработала_Очаги,3,000010000010000000001100001
10419,лучшегоучасткового_427,3,0000001000000000011001
10420,специальныхопераций_статьи,3,00000000001000000011000001
10421,человекагражданина_5452,3,00000001000000000110001
10422,деньзащитыдетей_Автомобилями,3,0001000001000011000000000001
10423,УПР_скором,0,0011000001
10424,жителиГорода_65,1,000001000001101
10425,ЧитайтеПолныйТекст_тобой,2,000000100000100001100001
10426,ЩЦДПА_569,0,000011001
10427,летнегоуроженцаСредней_Езды,1,000000100000001000000110001
10428,доставкапенсий_7,3,0000000100000111
10429,отправитьОткрытку_03,1,00000000100000001101
10430,Адресные_189,1,000000011001
10431,марихуанойобщеймассой_Обеспечивать,3,0000000001000010000011000000000001
10432,ночьянваря_2,3,000100000111
10433,ДЗДЭ_Возможность,0,0001100000000001
10434,россиимеждународном_8,3,000001000000000000111
10435,российскиесамолетывернулись_отличные,3,000000000100000001000000001100000001
10436,лейтенантАлександр_039,1,0000000010000000011001
10437,проекты_Дорогим,0,000000110000001
10438,ГорячейЛинииМчс_флотов,2,0000001000010011000001
10439,САШС_2,0,000111
10440,можетеНашем_779,1,000001000011001
10441,доставкапочтовыхОтправлений_Джона,1,000000010000000100000000001100001
10442,дорожнопатрульнойслужбы_Нетерпением,3,00000010000000001000001100000000001
10443,детскомЦентре_подробный,1,00000010000011000000001
10444,беспилотнымилетательными_организует,3,00000000000100000000000110000000001
10445,успейтепринятьУчастие_спецназ,1,00000010000001000000110000001
10446,ткзвезда_учебному,0,00000001100000001
10447,СЩЕ_опустив,0,00110000001
10448,СвяжемсяВамиЛичных_Тульской,2,000000010001000001100000001
10449,обеспечениеБезопасности_Сделан,1,000000000010000000000011000001
10450,комплекснойоперативно_96,3,000000000010000000001101
10451,заместительначальникаотдела_почувствовать,3,00000000001000000000100000110000000000001
10452,трекномер_8,3,00010000111
10453,спасательнаяоперация_621,3,000000000001000000011001
10454,вамиродственникамиДоговоритесь_Пусковой,1,000100000000000001000000000001100000001
10455,близкихлюдей_корреспонденты,3,000000100001100000000000001
10456,сообщиларуководитель_3416,3,0000000100000000000110001
10457,назначенонаказаниевиде_Дочери,3,00000000100000000100011000001
10458,дальневосточноговысшегообщевойскового_Власти,3,00000000000000010000001000000000000011000001
10459,ИДМТД_свое,0,0000110001
10460,Важнознать_отправляется,1,00000000011000000000001
10461,миноборонытанковыевойскаСухопутныевойска_задержанный,1,0000000001000000000000010000000000000001100000000001
10462,официальное_8327,0,0000000000110001
10463,НациональномЦентре_4451,2,00000000000100000110001
10464,ГенеральногоСекретаряОон_Эпизодов,2,000000000001000000001001100000001
10465,заслуженныймастерСпорта_Получателю,1,0000000000100000100000110000000001
10466,РожденияУроженку_139,2,00000001000000011001
10467,СлужбойПочтыРоссии_Уважения,2,000000100001000001100000001
10468,комсомольскогопроспектафрунзенской_статистике,3,000000000000010000000010000000000110000000001
10469,задержалПодозреваемого_2,1,000000010000000000000111
10470,ГЭВ_7030,0,00110001
10471,ДСИЕУ_76,0,00001101
10472,ИгилРайонеДейр_Наблюдательных,2,00010000010001100000000000001
10473,ЧПЕЧЭ_удерживающих,0,000011000000000001
10474,новыепочтовые_инженерная,3,000010000000110000000001
10475,центроввыдачиприема_Смартфонов,3,000000100000100000110000000001
10476,ликвидациипоследствийстихийных_Риска,3,000000000100000000001000000001100001
10477,УРХЛ_специализированные,0,00011000000000000000001
10478,Отмечаем_опорных,2,0000000110000001
10479,ШШИГШ_конторы,0,0000110000001
10480,КФДБС_Сами,0,0000110001
10481,активнойфазыУчения_физическими,1,000000010001000001100000000001
10482,большойпротиволодочныйкорабль_Итоги,3,00000010000000000000010000001100001
10483,ХМШ_признано,0,001100000001
10484,именикикотягенерал_Сопровождения,3,00001000001000000110000000000001
10485,кроссовки_5,0,00000000111
10486,МеждународныхПочтовыхОтправлениях_Бутово,2,0000000000001000000010000000000011000001
10487,массовыхкоммуникаций_16,3,00000001000000000001101
10488,БЛТЩН_проводимые,0,0000110000000001
10489,ПолицияНовостиДоброе_железнодорожных,2,000000100000010000011000000000000001
10490,морскогоУчилища_7258,1,00000001000000110001
10491,федерацииделамгражданской_Криминалистического,3,000000001000010000000000110000000000000000001
10492,плющихаперекрестка_4070,3,00000010000000000110001
10493,главпочтамтымосквысанкт_Серьезный,3,000000000001000001000011000000001
10494,лидермчсРоссии_Считаю,1,000010010000011000001
10495,ЧЯШК_песня,0,0001100001
10496,ДняСоздания_поможем,2,0010000000110000001
10497,ПраздничныеМероприятия_следом,2,00000000001000000000011000001
10498,разбойногоНападения_Командующего,1,00000000010000000011000000000001
10499,районуразыскивает_4,3,0000010000000000111
10500,годаРождения_Проведенному,1,0001000000011000000000001
10501,петровкановостиКража_сложность,1,000000010000001000011000000001
10502,Дейр_полицейский,1,0001100000000001
10503,подход_Крылатой,0,000001100000001
10504,СфереНезаконногоОборота_Правонарушителей,2,0000100000000001000000110000000000000001
10505,совершенииданного_Пристальное,3,00000000010000001100000000001
10506,ЛНП_463,0,0011001
10507,ПолицейскийНовостиВао_технический,2,000000000010000001001100000000001
10508,домаулице_Далее,3,000100001100001
10509,ЭкземпляровКаждая_822,2,000000000010000011001
10510,КонгрессноВыставочном_Общим,2,000000000100000000001100001
10511,москверазыскиваетПропавшую_адресат,1,0000010000000000100000000110000001
10512,центреуправленияобороной_деньги,3,0000010000000001000000011000001
10513,годовщинепобеды_91,3,000000001000001101
10514,НациональнойГвардии_Российском,2,000000000001000000110000000001
10515,почетнойГрамотой_706,1,00000001000000011001
10516,ЕГТЧ_Учебного,0,0001100000001
10517,двоих_пунктам,0,0000110000001
10518,решаетсявопросИзбрании_Лондон,1,00000001000001000000011000001
10519,настоящеевремяотношении_направлении,3,00000000100001000000001100000000001
10520,КвадратныхКилометров_Снайперской,2,00000000010000000001100000000001
10521,ПочтовыйАдрес_садовая,2,000000010000110000001
10522,невыезденастоящеевремя_действовали,3,0000000100000000100001100000000001
10523,САЦ_8843,0,00110001
10524,Сфотографироваться_18,2,000000000000000001101
10525,состоитсяТоржественная_3597,1,000000001000000000000110001
10526,ТерриторииНашей_625,2,0000000001000011001
10527,государственнойдумы_гиннесса,3,0000000000000010001100000001
10528,увдюгоЗападному_Макет,1,001001000000001100001
10529,ВЭЦ_Значительное,0,0011000000000001
10530,Интересующие_создавать,1,0000000000011000000001
10531,трех_открытое,0,0001100000001
10532,Используют_9733,1,000000000110001
10533,ИнтернетМагазин_Одиночного,2,00000001000000110000000001
10534,СРБММ_Назначен,0,00001100000001
10535,ХЕЙВР_0,0,0000111
10536,ДХПГ_Главпочтамты,0,00011000000000001
10537,военнотранспортнойавиации_Модели,3,00000100000000000100000011000001
10538,Коллегу_Показательное,2,000000110000000000001
10539,архангельскойОбласти_7861,1,0000000000001000000110001
10540,ПоходРамках_Дна,2,000010000011001
10541,Туда_030,2,00011001
10542,российскуюфедерациюлибо_Должна,3,000000000100000000100011000001
10543,ПоставленныхЗадач_Патент,2,000000000001000011000001
10544,ДесантноШтурмовойДивизии_Флагов,2,0000000100000000100000011000001
10545,условийизбегатьБеспорядочного_приготовление,1,0000001000000010000000000000110000000000001
10546,штемпельгашения_польши,3,0000000100000011000001
